latitude,longitude,starting at base,initial fuel
-37.06718968,145.9874463,t,0.247878152
-34.91750885,149.289709,t,0.166247149
-34.75745476,150.8357057,t,0.488184538
-36.68838245,146.704564,t,0.346955286
-37.29312348,146.6366416,t,0.469108713
-35.23815142,150.4232365,t,0.341951318
-37.26523726,148.1570911,t,0.4488503
-35.5926478,148.7042971,t,0.246343602
-36.86096981,146.3712325,t,0.791119128
-35.65014499,149.6825713,t,0.655318801
-37.20517064,146.0922417,t,0.297562416
-35.61794792,147.7976101,t,0.882639827
-35.2029174,149.0942332,t,0.133771339
-36.79383956,146.8190779,t,0.617506936
-35.8802746,149.133833,t,0.53132052
-35.1394777,149.0440992,t,0.824840583
-35.86527779,148.3844539,t,0.160840086
-37.6945834,145.5193418,t,0.935014279
-36.36734846,149.4516711,t,0.018721959
-37.61134649,148.9012398,t,0.789467927
-36.04129086,148.7672284,t,0.092187692
-36.8769079,149.2406795,t,0.238514758
-36.68917358,149.8666007,t,0.991990299
-36.70469556,146.3559511,t,0.729786035
-35.42720901,148.789132,t,0.321298707
-35.51325194,148.9935152,t,0.63311521
-37.40401899,147.301013,t,0.621801591
-36.5483766,149.73439,t,0.899297463
-35.71117653,148.6951069,t,0.224822595
-35.63480664,149.410137,t,0.978083466
-36.8648687,145.8536096,t,0.217171883
-37.61393089,149.28537,t,0.498173133
-37.99013902,146.6620509,t,0.29665004
-37.68975291,148.8288447,t,0.791161405
-36.00842685,149.3676721,t,0.028993948
-34.96118124,149.4032137,t,0.042334976
-35.12112178,148.4784284,t,0.554274591
-36.25880997,148.9462327,t,0.143448896
-35.46260711,149.6479828,t,0.738607906
-35.87269952,150.1659835,t,0.676822238
-37.25421891,149.1051438,t,0.425370714
-35.49930832,149.2717855,t,0.051799363
-37.20810451,145.8704985,t,0.446333088
-36.63230179,146.598659,t,0.282704871
-37.60811771,146.2794033,t,0.283860161
-35.29212568,148.9085331,t,0.313678228
-37.88532026,146.6115854,t,0.094487525
-37.1991698,146.7747434,t,0.84771879
-36.65410302,148.1775799,t,0.775377256
-37.82215599,148.5310661,t,0.133399355
-36.85337211,146.7626289,t,0.898654042
-35.4606984,149.3294765,t,0.678345113
-37.33334675,147.2261497,t,0.465594355
-35.25046362,150.4909307,t,0.64668111
-36.40226442,149.6445214,t,0.071631302
-36.78442272,147.4809363,t,0.795151632
-36.42772805,149.6183228,t,0.228614544
-36.29581252,148.1457505,t,0.532543796
-38.11503486,146.2527027,t,0.088123747
-37.72091349,147.8468233,t,0.87814309
-35.52314968,148.649522,t,0.64918094
-37.56417214,149.0484313,t,0.907885877
-37.18264841,147.8400743,t,0.741055157
-37.71779796,145.6262146,t,0.23425718
-35.34908684,150.2804797,t,0.168790229
-34.81251369,150.6679243,t,0.75373933
-35.36469908,150.2147436,t,0.789010726
-36.40089794,147.7140899,t,0.879061946
-35.27595323,148.0915573,t,0.138684024
-37.75585087,148.0190669,t,0.769138874
-36.65965212,148.5065624,t,0.913722171
-38.01842372,145.7112284,t,0.874467097
-35.39903487,148.6346296,t,0.629692044
-36.09836717,147.281197,t,0.318316239
-37.87700173,145.5033954,t,0.543543418
-36.59265098,148.6435064,t,0.113175219
-37.90429652,146.27693,t,0.79096093
-36.41404022,149.452068,t,0.485487503
-36.84332272,147.6706954,t,0.064885977
-34.72320187,150.8035983,t,0.933061371
-36.01298554,147.1513245,t,0.000781922
-37.00127047,149.7047699,t,0.607352242
-36.0431415,148.6535654,t,0.746410159
-35.01887529,150.2186202,t,0.514526114
-37.1772683,149.9546153,t,0.057203085
-34.92003927,150.6852685,t,0.778748527
-37.28123148,147.6925959,t,0.51410167
-37.15486796,145.9722515,t,0.218464052
-35.76145397,147.5148949,t,0.591853443
-36.2652617,149.8053888,t,0.151823867
-35.1470383,149.6256095,t,0.356560621
-35.52566595,149.1510663,t,0.192476679
-35.22648299,148.3757886,t,0.367240102
-37.97957285,145.8433794,t,0.107387178
-35.67770333,150.2121161,t,0.573168008
-36.92008226,145.8091301,t,0.483417358
-38.06076777,146.3970113,t,0.180156739
