latitude,longitude,starting at base,initial fuel
-34.809,150.54,t,0.966615147
-37.82,145.81,t,0.956707089
-36.713,148.26,t,0.587422783
-37.73,146.26,t,0.803605385
-36.89,146.4,t,0.919623027
-37.439,146.04,t,0.802500187
-37.134,149.27,t,0.608140782
-36.99,148.33,t,0.651278807
-37.573,146.7,t,0.707393567
-35.706,150,t,0.809010745
-36.451,147.51,t,0.962687468
-37.632,146.06,t,0.606509789
-37.336,146.45,t,0.900131761
-36.673,149.49,t,0.95034425
-37.459,147.8,t,0.76889731
-37.118,146.72,t,0.766809149
-37.561,147.28,t,0.973590217
-36.199,147.14,t,0.878280975
-35.132,148.79,t,0.900590627
-37.042,147.29,t,0.854844988
-36.325,147.83,t,0.589227468
-37.769,146.98,t,0.807313574
-36.677,147.22,t,0.70133345
-35.875,148.26,t,0.808048982
-36.154,148.32,t,0.618740274
-36.746,148.48,t,0.611033986
-36.109,148.86,t,0.704337286
-35.395,148.73,t,0.512728707
-36.499,149.31,t,0.850972154
-36.471,149.02,t,0.831226923
-36.596,147.02,t,0.50991329
-36.479,149.78,t,0.925991211
-35.961,149.73,t,0.892031341
-36.846,146.08,t,0.585256341
-36.313,149.23,t,0.517291183
-37.273,148.52,t,0.978616136
-35.863,149.85,t,0.906722974
-36.101,149.45,t,0.990932742
-35.383,149.59,t,0.814231474
-35.048,149.64,t,0.790162912
-36.978,146.88,t,0.612624113
-37.376,148.47,t,0.801363715
-37.368,146.33,t,0.916629876
-37.249,146.91,t,0.56137202
-37.189,148.09,t,0.504216171
-36.834,148.71,t,0.84201152
-37.875,146.26,t,0.880976327
-37.074,146.55,t,0.729326637
-35.863,148.84,t,0.691706418
-35.04,149.21,t,0.514669148
-35.574,148.2,t,0.769507427
-35.495,149.73,t,0.528651742
-35.797,147.89,t,0.930358866
-35.374,148.44,t,0.805251208
-35.379,150.11,t,0.572958783
-35.624,150.02,t,0.923654788
-36.325,148.38,t,0.883517823
-36.398,147.25,t,0.769043354
-37.026,147.84,t,0.528454433
-35.64,148.65,t,0.71145345
